title,category,body
Program Dana Hibah Al-Bayti Mencatut Logo MUI,hoaks,"Beredar sebuah unggahan informasi di media sosial Facebook yang mengeklaim bahwa terdapat program Dana Hibah Al-Bayti dengan mencatut logo Majelis Ulama Indonesia (MUI). Terlihat dalam unggahan informasi tersebut logo MUI dan beberapa bukti berupa tumpukan uang kertas dengan narasi ""Pondok Pesantren Al Habib Solihin. 30% UNTUK DI BAGIKAN KE TETANGGAMU YANG MISKIN DAN YATIM. 70% BOLEH DI PAKAI PRIBADI SI PEMOHON. BANTUAN NYATA DAN RESMI DANA HIBAH"" dan ""BUKAN PINJAMAN ONLINE DAN BUKAN DANA GHAIB"".Faktanya, klaim yang beredar tersebut adalah tidak benar. Dilansir dari jalahoaks.jakarta.go.id dan tirto.id, unggahan informasi tersebut merupakan penipuan belaka. Tidak ditemukan informasi maupun rilis resmi terkait program pembagian dana hibah tersebut di satu-satunya akun Facebook resmi MUI yang bernama Majelis Ulama Indonesia. Akun yang membagikan informasi tersebut pun diketahui bukanlah akun resmi milik MUI. Masyarakat diimbau untuk bersikap lebih waspada terhadap modus penipuan serupa yang kerap beredar di media sosial."
Akun WhatsApp Mengatasnamakan Pj Bupati Sampang,hoaks,"Beredar akun WhatsApp mengatasnamakan Penjabat (Pj) Bupati Sampang Rudy Arifiyanto. Akun tersebut menggunakan nomor 085398984447 serta menggunakan nama dan foto profil Rudy Arifiyanto. Akun tersebut juga mengirim pesan dengan alasan meminta transfer sejumlah uang.Dilansir dari beritajatim.com, akun WhatsApp yang beredar tersebut adalah modus penipuan. Pj Bupati Sampang Rudy Arifiyanto mengimbau kepada masyarakat agar berhati-hati terhadap modus penipuan yang mengatasnamakan Pj Bupati Sampang."
Akun Facebook Mengatasnamakan Gubernur Sumatra Barat,hoaks,"Beredar akun Facebook mengatasnamakan Gubernur Sumatra Barat (Sumbar), Mahyeldi Ansharullah. Akun tersebut terlihat menggunakan nama dan foto profil Mahyeldi serta mengirimi pesan terkait penyaluran dana hibah.Dilansir dari rri.co.id, akun Facebook tersebut merupakan modus penipuan. Kepala Biro Administrasi Pimpinan (Adpim) Sekretariat Daerah Provinsi Sumatra Barat Mursalim mengatakan sudah berkoordinasi dengan Dinas Komunikasi dan Informatika (Diskominfo) dan pihak kepolisian untuk mengejar pelaku sebab modus ini dapat merugikan semua pihak baik masyarakat maupun gubernur."
Batas Waktu Pengurusan STR Seumur Hidup Sebelum 1 Februari 2024,hoaks,"Beredar pesan berantai di media sosial WhatsApp yang mengeklaim bahwa batas waktu pengurusan Surat Tanda Registrasi (STR) Seumur Hidup bagi tenaga medis (named) dan tenaga kesehatan (nakes) dapat dilakukan sebelum tanggal 1 Februari 2024. Dijelaskan pula dalam pesan berantai tersebut syarat-syarat yang harus dipenuhi dalam pengurusan STR Seumur Hidup.Dilansir dari turnbackhoax.id dan p2p.kemkes.go.id, klaim terkait pengurusan STR Seumur Hidup bagi named dan nakes sebelum tanggal 1 Februari 2024 adalah tidak benar. Faktanya, pengurusan STR Seumur Hidup bagi named dan nakes dapat dilakukan tanpa adanya batasan waktu. Penerbitan STR Seumur Hidup bagi named dan nakes itu sendiri dapat dilakukan melalui portal SATUSEHAT sebagaimana telah diatur dalam Surat Edaran Menteri Kesehatan Nomor HK.02.01/Menkes/1911/2023 tentang Penyelenggaraan Registrasi dan Perizinan Tenaga Medis dan Tenaga Kesehatan Pasca Terbitnya Undang-Undang Nomor 17 Tahun 2023 Tentang Kesehatan."
"Video ""Prabowo Subianto-Gibran Rakabuming Raka Nomor Urut 03""",hoaks,"Beredar sebuah unggahan video berdurasi 29 detik di platform TikTok yang memperlihatkan beberapa lembar surat suara Pemilihan Umum Presiden (Pilpres) 2024 berisi pasangan calon (paslon) Prabowo Subianto dan Gibran Rakabuming Raka ditukar nomor urut menjadi nomor 03. Terlihat pula narasi “Kecurangan apa lagi ini. Astagfirullah…!!!??? sejak kpn Pak Prabowo dtuker Nomor 03…!!! Viralkan yuukk biar suara pak prabowo gk pindah ke 03”.Faktanya, surat suara Pilpres 2024 yang berisi Prabowo Subianto dan Gibran Rakabuming Raka dengan nomor urut menjadi nomor 03 adalah tidak benar. Dilansir dari Keputusan Komisi Pemilihan Umum (KPU) Nomor 1644 Tahun 2023 tentang Penetapan Nomor Urut Pasangan Calon Peserta Pemilihan Umum Presiden dan Wakil Presiden Tahun 2024, dapat diketahui bahwa Prabowo Subianto dan Gibran Rakabuming Raka ditetapkan sebagai paslon dengan nomor urut 02 dan bukan nomor urut 03. Sampai saat ini, tidak ditemukan informasi kredibel terkait unggahan video yang beredar tersebut."
Penawaran Undian dari Bank Papua,hoaks,"Beredar sebuah informasi di media sosial Facebook yang memperlihatkan unggahan mengatasnamakan PT Bank Pembangunan Daerah Papua atau Bank Papua yang  menawarkan undian berhadiah.  Unggahan tersebut bertuliskan “Kabar Kabar Berhadiaaahhh. Pace/Mace, Ade/Kaka, Panen Hadiah BPD Bank Papua. Khusus Nasabah BPD Bank Papua yang su aktif Mobile banking Bank Papua, buruan daftar undian Panen Hadiah BPD Bank Papua,  bisa langsung bawah pulang salah satu Hadiah Menarik di bawah ini,, ~. 2 Unit Wuling Almas ~  350 gram emas murni~ 7 Unit TV Samsung LED~  2 Unit honda vario ~  2 Unit Honda CBR ~ 4 Honda beat sporty~  3 Unit yamaha mio ~ 9 Paket wisata Ke Singapura~ 1 Unit mobil Fortuner~ 3 Unit Mobil Brio Dan masih banyak lagi Hadiah menarik lainnya, informasi  pendaftaran klik {DAFTAR SEKARANG/PELAJARI SELENGKAPNYA}”.Faktanya, klaim yang menyatakan bahwa Bank Papua menawarkan undian berhadiah adalah tidak benar. Dilansir dari kompas.com, akun Facebook yang menawarkan undian berhadiah bukan akun resmi Bank Papua. Hingga kini dalam akun Facebook resmi milik Bank Papua tidak ditemukan informasi mengenai undian berhadiah."
Pulau Jawa Terkikis Ombak Ganas,hoaks,"Beredar sebuah unggahan video berdurasi 2 menit 40 detik di platform YouTube yang mengeklaim bahwa Pulau Jawa telah terkikis ombak yang menyebabkan meluapnya gelombang setinggi 10 meter.Faktanya, klaim dalam unggahan video tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, dalam video tersebut narator hanya membacakan ulang artikel milik antaranews.com, berjudul ""BMKG:Waspadai gelombang tinggi enam meter di Laut Natuna Utara"". Artikel tersebut memberitakan mengenai imbauan Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) kepada masyarakat Kabupaten Natuna, Provinsi Kepulauan Riau untuk mewaspadai gelombang dengan ketinggian enam meter yang berpotensi terjadi di Laut Natuna Utara. Diketahui bahwa gelombang tersebut masuk dalam kategori sangat tinggi dan diperkirakan berlangsung pada 27-29 Desember 2023. Informasi yang disebarluaskan oleh kanal YouTube tersebut merupakan informasi yang salah."
Menkopolhukam Mahfud MD Di-reshuffle,hoaks,"Beredar unggahan video di media sosial Facebook yang mengeklaim Menteri Koordinator Bidang Politik, Hukum, dan Keamanan (Menkopolhukam) Mahfud MD telah di-reshuffle akibat kritik menteri rajin kampanye. Video tersebut diunggah dengan narasi ""Po1itik Terk1ni - M4hfud Di Reshuffle-,Begini Tanggapan Jkw"".Faktanya, klaim dalam video tersebut tidak benar. Dilansir dari kompas.com, isi video tersebut tidak sesuai dengan judulnya. Jika video tersebut disimak sampai akhir, tidak ditemukan informasi yang menyatakan bahwa Menkopolhukam Mahfud MD telah di-reshuffle. Thumbnail dalam video tersebut merupakan suntingan dari foto ketika Presiden Joko Widodo membuka Sidang Kabinet Paripurna di Istana Negara pada 7 Januari 2019 yang terbit di voaindonesia.com. Dalam video tersebut, narator hanya membacakan ulang artikel dari cnnindonesia.com yang berjudul ""Mahfud Sindir Pejabat Negara Kampanye di Hari Kerja"" yang terbit pada 20 Desember 2023."
Video Banjir Bandang Sedalam 10 Meter Lumpuhkan Ibu Kota,hoaks,"Beredar sebuah unggahan video pada platform YouTube dengan klaim bahwa bencana banjir bandang telah melumpuhkan ibu kota secara total. Diketahui banjir sedalam 10 meter tersebut telah mengakibatkan ratusan rumah hanyut.Dilansir dari turnbackhoax.id, informasi pada video tersebut adalah tidak benar. Faktanya, narator hanya membaca ulang dua artikel yang tidak saling berkaitan. Pertama, artikel milik Metro TV News berjudul “Banjir Bandang Terpa Pesta Pernikahan di Magetan”. Dalam artikel diberitakan mengenai sebuah pesta pernikahan di Desa Sidomukti, Kabupaten Magetan, Jawa Timur yang diterjang banjir bandang pada 31 Desember 2023. Kedua, artikel milik CNBC Indonesia berjudul “Banjir Besar Terjang Malaysia, 28.000 Orang Mengungsi”. Dalam artikel diberitakan mengenai banjir besar yang melanda Malaysia pada Desember 2023. Akibat banjir tersebut, setidaknya 28.310 orang telah dievakuasi dan enam negara bagian terendam banjir."
Pengungsi Rohingya Bakar Gudang di Aceh karena Tidak Diberi Uang,hoaks,"Beredar sebuah unggahan video di media sosial TikTok yang menampilkan sebuah kejadian gudang terbakar. Video tersebut disertai keterangan yang menyebut pengungsi Rohingya membakar sebuah gudang di Aceh akibat tidak diberi sejumlah uang.Dilansir dari turnbackhoax.id, berdasarkan hasil penelusuran ditemukan video serupa pernah beredar pada tahun 2020. Faktanya, video tersebut merupakan peristiwa kebakaran di PT Sinar Pangjaya yang terletak di Kota Cimahi, Jawa Barat dan tidak berkaitan dengan pengungsi Rohingya di Aceh."
Donald Trump Sebut 70 Juta Pengungsi Rohingya akan Tinggal di Indonesia,hoaks,"Beredar sebuah unggahan pada media sosial Instagram yang mengeklaim menunjukkan mantan Presiden Amerika Serikat Donald Trump mengatakan bahwa 70 juta pengungsi Rohingya akan tinggal di Indonesia.Faktanya, informasi tersebut tidaklah benar. Dilansir dari kompas.com, cuplikan pidato Trump tersebut merupakan video yang diunggah di YouTube pada 19 Juni 2018. Akan tetapi, dalam video tersebut Trump tidak menyinggung soal Indonesia atau Rohingya. Sementara itu, klaim 70 juta pengungsi Rohingya akan tinggal di Indonesia tidak sesuai fakta karena populasi pengungsi Rohingya menurut data resmi tidak sampai 70 juta jiwa. Menurut UNHCR, hingga pertengahan 2023, terdapat sekitar 1,29 juta jiwa pengungsi dari Myanmar yang tersebar di banyak negara. Dari jumlah itu, 84,4 persen atau sekitar 1,1 juta orang di antaranya merupakan etnis Rohingya. Adapun Indonesia bukan tujuan utama para pengungsi asal Myanmar tersebut. Hanya sekitar 0,1 persen atau 1.600 orang dari 1,29 juta pengungsi Myanmar yang tercatat berada di Indonesia hingga Desember 2023."
Petugas KPU Menyusup sebagai Pendukung Prabowo dan Beri Bocoran Debat Perdana,hoaks,"Beredar sebuah video di media sosial yang mengeklaim seorang petugas Komisi Pemilihan Umum (KPU) menyusup sebagai pendukung calon presiden (capres) nomor urut 2, Prabowo Subianto, pada debat capres perdana tanggal 12 Desember 2023. Dalam video ditunjukkan pria berkemeja biru muda menyerahkan secarik kertas kepada Prabowo Subianto saat jeda debat. Kertas itu disebut berisi bocoran debat dari KPU.Faktanya, dilansir dari kompas.com, berdasarkan hasil penelusuran video tersebut merupakan potongan dari video YouTube Metro TV, 13 Desember 2023, berjudul ""Momen Prabowo Koordinasi dengan TPN Saat Break Debat"". Adapun pria yang diklaim sebagai petugas KPU dalam narasi Facebook teridentifikasi sebagai Mayor (TNI) Teddy Indra Wijaya, ajudan yang melekat ke Prabowo Subianto selaku Menteri Pertahanan. Lebih lanjut, dikutip dari detik.com, Wakil Ketua Tim Kampanye Nasional (TKN) Prabowo-Gibran, Habiburokhman juga telah membantah klaim yang menyebut adanya petugas KPU menyusup sebagai pendukung Prabowo Subianto dan beri bocoran debat perdana."
Delapan Petinggi Polri Berperan untuk Menangkan Prabowo Subianto dan Gibran Rakabuming Raka,hoaks,"Beredar unggahan di media sosial Facebook yang mengeklaim bahwa Kepolisian Negara Republik Indonesia (Polri) memiliki peran untuk memenangkan pasangan calon (paslon) Prabowo Subianto dan Gibran Rakabuming Raka dalam Pemilihan Presiden (Pilpres) 2024. Dalam unggahan tersebut disertai daftar delapan petinggi Polri yang berperan aktif untuk pemenangan paslon Prabowo Subianto-Gibran Rakabuming Raka.Faktanya, klaim dalam unggahan tersebut keliru. Dilansir dari tempo.co, unggahan tersebut tidak dapat divalidasi karena tidak memiliki bukti terhadap klaim yang dimuat dalam unggahan tersebut. Selain itu, Kepala Polri (Kapolri) Listyo Sigit Prabowo telah membantah berbagai dugaan tersebut dan menyatakan tetap netral dalam Pilpres 2024. Kapolri Jenderal Listyo Sigit Prabowo juga mempersilahkan masyarakat memeriksa profesionalitas kepolisian jelang Pilpres 2024."
Pemerintah Provinsi Kepulauan Riau dan UNHCR Sepakat Pulau Galang Jadi Tempat Pengungsi Rohingya,hoaks,"Beredar sebuah unggahan di media sosial Facebook yang memberitakan tentang Pemerintah Provinsi Kepulauan Riau (Pemprov Kepri) dan Komisioner Tinggi Perserikatan Bangsa-Bangsa untuk Pengungsi (UNHCR) telah sepakat bahwa Pulau Galang bakal dijadikan tempat penampungan bagi pengungsi RohingyaFaktanya, setelah melakukan penelusuran, klaim pada unggahan tersebut adalah tidak benar. Dilansir dari liputan6.com, Gubernur Kepulauan Riau (Kepri) Ansar Ahmad membantah pemberitaan bahwa pihaknya bersama United Nations High Commissioner for Refugees (UNHCR) Indonesia telah menyepakati menjadikan Pulau Galang di Kota Batam sebagai tempat penampungan pengungsi Rohingya, Ansar Ahmad juga menampik kabar yang menyatakan jika UNHCR Indonesia telah menerima tanah kosong dari Pemprov Kepri untuk dijadikan tempat pengungsian. Pihak UNHCR juga menepis kabar bahwa mereka telah sepakat dengan Pemprov Kepri untuk menjadikan Pulau Galang sebagai tempat penampungan bagi pengungsi Rohingya. Informasi ini dikutip dari akun Instagram @unhcrindonesia, yang menyebut bahwa kabar tersebut disebarkan oleh akun-akun palsu."
Pengungsi Rohingya Sengaja Dikirim ke Indonesia untuk Alihkan Isu Palestina,hoaks,"Beredar unggahan di media sosial Instagram yang mengeklaim bahwa pengungsi Rohingya sengaja dikirim ke Indonesia agar teralihkan perhatiannya dari konflik Israel-Palestina yang masih berlangsung.Faktanya, dilansir dari kompas.com, klaim pengungsi Rohingya sengaja dikirim ke Indonesia agar teralihkan dari isu Palestina tidak sesuai fakta. Adapun faktor yang menyebabkan pengungsi Rohingya melarikan diri ke negara-negara muslim di antaranya Malaysia dan Indonesia adalah karena ketiadaan mata pencaharian yang layak, geng-geng kriminal, dan afiliasi dari kelompok-kelompok bersenjata juga menimbulkan ketakutan bagi para pengungsi yang tinggal di kamp pengungsian Cox's Bazar, Bangladesh, serta pemotongan jatah makanan pengungsi pada awal 2023 oleh Program Pangan Dunia (WFP)."
Ombak Mirip Tsunami Sapu Bersih Tempat Wisata,hoaks,"Beredar sebuah unggahan video berdurasi 2 menit 29 detik di platform YouTube yang mengeklaim bahwa terdapat ombak mirip gelombang tsunami berhasil menyapu bersih suatu tempat wisata. Diketahui bahwa wilayah yang diklaim terdapat ombak mirip gelombang tsunami tersebut berada di Provinsi Banten.Faktanya, klaim yang menyebutkan bahwa terdapat ombak mirip gelombang tsunami berhasil menyapu bersih tempat wisata di Provinsi Banten adalah tidak benar. Dilansir dari turnbackhoax.id, tidak ditemukan informasi kredibel terkait klaim yang beredar. Sang narator dalam unggahan video hanya membacakan artikel milik medcom.id tentang imbauan Badan Meteorologi, Klimatologi, dan Geofisika (BMKG) kepada para nelayan akan cuaca buruk dan gelombang ombak setinggi 2,50 meter di Perairan Selatan Banten, Samudera Hindia Banten Selatan, dan Selat Sundara bagian Selatan yang berisiko terhadap keselamatan."
Akun Instagram Dinas Pariwisata dan Kebudayaan Kabupaten Karawang Tawarkan Giveaway,hoaks,"Beredar sebuah unggahan di Instagram resmi mengatasnamakan Dinas Pariwisata dan Kebudayaan (Disparbud) Kabupaten Karawang, Provinsi Jawa Barat @disparbudkrwkab_, menawarkan giveaway berupa tebus murah ponsel iPhone 14 Pro Max dengan harga Rp8.888.000 untuk tiga orang pengikut akun Instagram Disparbud Kabupaten Karawang, Provinsi Jawa Barat.Faktanya, dilansir dari@karawangsaberhoaks, Disparbud Kabupaten Karawang, Provinsi Jawa Barat melalui pesan WhatsApp mengonfirmasi bahwa unggahan yang beredar tersebut adalah tidak benar. Diketahui bahwa unggahan tersebut merupakan hasil retasan/hack dari pihak-pihak yang tidak bertanggung jawab. Sampai saat ini, pihaknya sedang memperbaiki akun tersebut."
RSUD Sumedang Runtuh Akibat Gempa Bumi,hoaks,"Beredar sebuah unggahan dan voice note di media sosial TikTok yang mengeklaim bahwa lantai 7 Rumah Sakit Umum Daerah (RSUD) Sumedang roboh akibat gempa bumi di Kabupaten Sumedang pada hari Minggu, 31 Desember 2023.Faktanya, informasi tersebut adalah tidak benar. Dilansir dari saberhoaks.jabarprov.go.id, Pelaksana Tugas (Plt.) Direktur RSUD Sumedang dr. Enceng membantah rumor tersebut. Menurutnya, tak ada bangunan di RSUD Sumedang yang ambruk. Dia mengatakan, bangunan RSUD Sumedang tersusun atas delapan lantai. Saat ini, Badan Penanggulangan Bencana Daerah (BPBD) Sumedang telah bersiaga di RSUD Sumedang."
Walikota Surakarta Gibran Lakukan Money Politics di Acara Jalan Sehat di Makassar,hoaks,"Beredar sebuah unggahan video pada media sosial X/Twitter yang memperlihatkan calon wakil presiden (cawapres) Gibran Rakabuming Raka sedang membagikan sesuatu yang diklaim sebagai salah satu bentuk money politics. Dalam narasi unggahan disebutkan pula bahwa Gibran Rakabuming Raka membagikan amplop berisi gantungan kunci dan uang. Dikutip dari artikel beritacekfakta.tempo.co, video tersebut merupakan cuplikan video dari kanal YouTube TvOne dan Liputan6. Video tersebut merupakan kegiatan Jalan Sehat Satu Putaran yang berlangsung di Kota Makassar, Sulawesi Selatan pada Sabtu, 25 November 2023. Dalam berita tersebut dijelaskan bahwa Gibran Rakabuming Raka hanya membagikan gantungan kunci bergambar karakter kartun dirinya. Ketua Badan Pengawas Pemilu (Bawaslu) Kota Makassar, Sulawesi Selatan Dede Arwinsyah menegaskan bahwa narasi yang mengatakan Gibran Rakabuming Raka membagikan amplop dalam rangka money politics pada acara jalan sehat tersebut adalah tidak benar."
Menhan Prabowo Subianto Melakukan Suap kepada Hakim MK untuk Menjatuhkan Gibran Rakabuming Raka,hoaks,"Beredar sebuah unggahan video di platform YouTube yang mengeklaim calon presiden (capres) Prabowo Subianto terbukti melakukan suap sebesar Rp12 triliun kepada hakim Mahkamah Konstitusi (MK) untuk menjatuhkan calon wakil presiden (cawapres) Gibran Rakabuming Raka dan hal tersebut diketahui oleh Presiden Joko Widodo (Jokowi).Faktanya, klaim dalam unggahan video tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, narator hanya membacakan narasi yang termuat dalam salah satu laman artikel berjudul ""12 Alasan Prabowo Tidak Pantas Jadi Presiden"" yang dirilis pada 25 Februari 2019. Sampai saat ini, tidak ada pemberitaan dari media yang kredibel mengenai dugaan tindak pidana suap yang dilakukan Prabowo Subianto kepada hakim MK."
Pernyataan Presiden FIFA Kecewa Lapangan JIS Kebanjiran,hoaks,"Beredar sebuah unggahan video yang menampilkan Presiden Federasi Sepak Bola Internasional (FIFA) Giovanni Vincenzo Infantino berbicara dalam bahasa Inggris dan diklaim menunjukkan kekecewaan atas kondisi lapangan yang kebanjiran saat perempat final Piala Dunia U17 2023. Hujan deras yang terjadi jelang laga Brasil melawan Argentina mengakibatkan lapangan Jakarta International Stadium (JIS) tergenang air.Faktanya, klaim yang menyebutkan bahwa Presiden FIFA kecewa lapangan JIS kebanjiran adalah tidak benar. Dilansir darikompas.com, unggahan video tersebut merupakan momen Presiden FIFA diwawancarai mengenai antusiasme pertandingan Piala Afrika antara Senegal dan Mesir. Ia sama sekali tidak bicara soal Indonesia. Narasi yang ditampilkan dalam video tidak sesuai dengan ucapan asli Giovanni Vincenzo Infantino."
Presiden Jokowi Panggil Kemendikbudristek Buntut Tudingan Ijazah Palsu Gibran Rakabuming Raka,hoaks,"Beredar sebuah unggahan video berdurasi 10 menit 5 detik di platform YouTube yang mengeklaim bahwa Presiden Joko Widodo (Jokowi) memanggil Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi (Kemendikbudristek) buntut tudingan ijazah palsu yang diterima oleh Gibran Rakabuming Raka. Terlihat dalam thumbnail video gambar Presiden Jokowi dan Nadiem Makarim dengan narasi ""MENDIKBUD DIPANGGIL JOKOWI. TUDINGAN IJAZAH PALSU GIBRAN SEMAKIN MEMANAS"".Faktanya, klaim yang menyebutkan bahwa Presiden Jokowi memanggil Kemendikbudristek buntut tudingan ijazah palsu yang diterima oleh Gibran Rakabuming Raka adalah keliru. Dilansir dari turnbackhoax.id, tidak ditemukan informasi yang kredibel terkait klaim tersebut. Diketahui bahwa sang narator hanya membacakan artikel yang memuat opini terkait rumor ijazah palsu Gibran Rakabuming Raka yang kemarin sempat beredar. Sementara itu, foto yang termuat pada thumbnail video merupakan hasil suntingan belaka."
Nyamuk Wolbachia Tularkan Penyakit Kaki Gajah,hoaks,"PenjelasanBeredar sebuah unggahan di media sosial Facebook yang mengeklaim bahwa nyamuk berbakteri Wolbachia dapat menularkan penyakit Filariasis atau kaki gajah.Faktanya, klaim yang menyatakan bahwa nyamuk berbakteri Wolbachia dapat menularkan penyakit Filariasis atau kaki gajah adalah tidak benar. Dilansir dari kompas.com, klaim tersebut dibantah oleh peneliti dari Departemen Kebijakan dan Manajemen Kesehatan Fakultas Kedokteran, Kesehatan Masyarakat, dan Keperawatan Universitas Gadjah Mada (UGM) Adi Utarini. Ia menjelaskan bahwa tidak ada kaitan antara penyakit Filariasis dengan teknologi Wolbachia yang digunakan pada nyamuk Aedes aegypti penyebab Demam Berdarah Dengue (DBD), sedangkan kaki gajah dapat terjadi akibat infeksi tiga spesies cacing, yaitu Wuchereria bacrofti, Brugia malayi, dan Brugia timori."
Walikota Surakarta Gibran Rakabuming Raka Minta Maaf di Depan Media dan Mengaku Hanya Lulusan SMK,hoaks,"PenjelasanBeredar video di platform YouTube yang menyatakan bahwa Gibran Rakabuming Raka meminta maaf kepada media karena dirinya hanyalah lulusan SMK. Dalam thumbnail video tersebut terlihat Gibran Rakabuming Raka sedang memberikan keterangan di depan sejumlah awak media dan diberi narasi ""TERBUKTI HANYA LULUSAN SMK GIBRAN MINTA MAAF DI DEPAN MEDIA KARENA BERKHIANAT"".Faktanya, informasi yang diberikan video itu tidaklah benar. Jika video tersebut disimak hingga akhir, tidak ada informasi yang menyatakan bahwa gibran meminta maaf karena hanya lulusan sekolah menengah kejuruan (SMK). Dilansir kompas.com, video tersebut tidak sesuai antara isi dengan judulnya. Thumbnail dari video tersebut merupakan hasil rekayasa dari gambar yang dimuat dalam artikel tempo.co berjudul ""Gibran Bakal Calon Kepala Daerah? PDIP: Nasib di Tangan Megawati"" yang terbit pada September 2019. Sementara itu, narasi pada video tersebut hanyalah bacaan dari artikel fajar.co.id yang berjudul ""Terungkap Surat Kemendikbud Soal Ijazah Gibran, Said Didu: Ternyata Setingkat SMK"". Sebelumnya, melalui kompas.com, Pelaksana Tugas (Plt.) Direktur Jenderal Pendidikan Tinggi, Riset, dan Teknologi, Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi (Kemendikbud Ristek), Profesor Nizam pernah mengonfirmasi bahwa Gibran Rakabuming Raka merupakan lulusan dari University of Bradford, Singapura, dengan gelar Bachelor of Science di bidang studi marketing."
Walikota Surakarta Gibran Minta Debat Capres Ditiadakan,hoaks,"PenjelasanBeredar sebuah video di kanal YouTube dengan klaim bahwa Gibran Rakabuming Raka meminta Presiden Joko Widodo (Jokowi) untuk memerintahkan Komisi Pemilihan Umum (KPU) meniadakan debat calon presiden (capres) pada kontestasi Pemilihan Umum Presiden (Pilpres) 2024. Video tersebut disertai thumbnail foto Gibran sedang duduk berhadapan dengan Presiden Jokowi. Dalam foto tersebut juga nampak capres Prabowo Subianto dan Ketua KPU Hasyim Asy'ari.Dilansir dari tirto.id, berdasarkan hasil penelusuran, foto dalam thumbnail adalah hasil gabungan dari beberapa foto yang berasal dari sumber yang berbeda. Sementara itu, tidak ditemukan informasi mengenai permintaan Gibran untuk meniadakan debat capres seperti yang tertulis pada judul dan thumbnail. Mengutip dari turnbackhoax.id, narator dalam video hanya membaca ulang dua artikel yang berbeda. Pertama, artikel milik Fajar Network berjudul “Tak Usah Adu Gagasan, Septian Raharjo Sarankan Gibran Usul ke KPU untuk Adu Masalah Saja”. Kedua, artikel milik Detik Jateng berjudul “Effendi Gazali Bayangkan Gibran Debat Vs Mahfud-Cak Imin: Gak Bahaya Ta?” dalam artikel dijelaskan bahwa pakar komunikasi politik, Effendi Gazali, secara khusus mempertanyakan kesiapan debat Gibran untuk menghadapi cawapres lain, yakni Mahfud MD dan Muhaimin Iskandar."
Menhan Prabowo Tebar Ancaman jika Batal Jadi Presiden 2024,hoaks,"Beredar sebuah unggahan video di platform YouTube yang mengeklaim bahwa Prabowo melakukan tebar ancaman jika batal menjadi presiden 2024.Faktanya, klaim pada video tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, Judul tersebut tidak sesuai dengan isi dari video yang diunggah. Video hanya memuat beberapa cuplikan video lain yang sama sekali tidak berkaitan. Hingga saat ini tidak ada bukti kredibel yang menyatakan Prabowo Subianto akan tebar ancaman jika dirinya tidak menjadi Presiden pada tahun 2024 nanti."
Kondisi Walikota Surakarta Gibran Kritis karena Sumpah dan Kutukan Megawati,hoaks,"Beredar sebuah unggahan video di platform YouTube yang mengeklaim bahwa calon wakil presiden (cawapres) Gibran Rakabuming Raka mengalami kritis yang diakibatkan oleh sumpah yang diucapkan Ketua Umum Partai Demokrasi Indonesia Perjuangan (PDIP) Megawati Soekarno Putri karena Gibran Rakabuming Raka maju sebagai cawapres mendampingi calon presiden (capres) Prabowo Subianto pada Pemilihan Umum Presiden (Pilpres) 2024 dan keluar dari Partai Demokrasi Indonesia Perjuangan (PDIP).Faktanya, klaim pada video tersebut adalah tidak benar. Dilansir dari turnbackhoax.id, tidak ditemukan informasi valid terkait klaim dalam potongan video tersebut. Video tersebut hanya berisi potongan video dan gambar dari peristiwa yang berbeda-beda yang digabung menjadi satu terkait redaksi opini yang ditulis oleh jurnalis senior Ansyari Usman dengan judul “Kalau Gibran Cawapres Prabowo, Waspadailah Kecurangan”. Tidak ditemukan bukti yang kredibel terkait kondisi Gibran yang sedang kritis akibat sumpah yang diucapkan oleh Megawati Soekarno Putri."
Kondisi Terakhir Kesehatan Anwar Usman,hoaks,"Beredar sebuah unggahan video di platform YouTube yang mengeklaim kondisi Mantan Ketua Mahkamah Konstitusi (MK) Anwar Usman dikabarkan meninggal dunia. Unggahan video tersebut berdurasi 12 menit 12 detik dan dilengkapi dengan narasi ""INNALILLAHI.. BEGINILAH KONDISI ANWAR USMAN TERKINI"". Gambar thumbnail video memperlihatkan foto Anwar Usman, Menteri Pertahanan (Menhan) Prabowo Subianto, Gibran Rakabuming Raka, dan Presiden Joko Widodo (Jokowi) yang diselimuti suasana berduka di samping peti mati.Faktanya, klaim yang menyebutkan Anwar Usman meninggal dunia adalah tidak benar. Dilansir dari turnbackhoax.id, unggahan video tersebut berisi potongan video dan gambar dari peristiwa yang berbeda-beda yang digabung menjadi satu. Selain itu, narator hanya membacakan narasi yang termuat dalam artikel di laman kompas.com berjudul ""Anwar Usman Ajukan Keberatan Suhartoyo Jadi Ketua MK"" yang dirilis pada 22 November 2023. Setelah menonton keseluruhan isi video, tidak ditemukan informasi kredibel yang membuktikan kabar meninggalnya Anwar Usman."
